,Ex-Showroom/ On-Road,Price,company,model,variant
4496,Hyderabad,Rs.19.22 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4497,Chennai,Rs.19.38 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4498,Ahmedabad,Rs.17.49 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4499,Lucknow,Rs.18.11 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4500,Jaipur,Rs.18.68 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4501,Patna,Rs.18.58 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4502,Chandigarh,Rs.18.42 Lakh*,HYUNDAI,VENUE,Venue HX 10 Diesel AT Dual Tone
4503,Ex-Showroom Price,"Rs.8,14,900",MARUTI,FRONX,FRONX Delta AMT
4504,Bangalore,Rs.9.72 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4505,Mumbai,Rs.9.46 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4506,Pune,Rs.9.39 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4507,Hyderabad,Rs.9.69 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4508,Chennai,Rs.9.62 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4509,Ahmedabad,Rs.9.13 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4510,Lucknow,Rs.9.22 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4511,Jaipur,Rs.9.42 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4512,Patna,Rs.9.46 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4513,Chandigarh,Rs.9.24 Lakh*,MARUTI,FRONX,FRONX Delta AMT
4514,Ex-Showroom Price,"Rs.10,79,000",HYUNDAI,CRETA,Creta E
4515,Bangalore,Rs.13.26 Lakh*,HYUNDAI,CRETA,Creta E
4516,Mumbai,Rs.12.72 Lakh*,HYUNDAI,CRETA,Creta E
4517,Pune,Rs.12.72 Lakh*,HYUNDAI,CRETA,Creta E
4518,Hyderabad,Rs.13.26 Lakh*,HYUNDAI,CRETA,Creta E
4519,Chennai,Rs.13.36 Lakh*,HYUNDAI,CRETA,Creta E
4520,Ahmedabad,Rs.12.07 Lakh*,HYUNDAI,CRETA,Creta E
4521,Lucknow,Rs.12.49 Lakh*,HYUNDAI,CRETA,Creta E
4522,Jaipur,Rs.12.65 Lakh*,HYUNDAI,CRETA,Creta E
4523,Patna,Rs.12.60 Lakh*,HYUNDAI,CRETA,Creta E
4524,Chandigarh,Rs.12.47 Lakh*,HYUNDAI,CRETA,Creta E
4525,Ex-Showroom Price,"Rs.15,67,000",HYUNDAI,CRETA,Creta S (O) Diesel
4526,Bangalore,Rs.19.19 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4527,Mumbai,Rs.18.72 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4528,Pune,Rs.18.72 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4529,Hyderabad,Rs.19.19 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4530,Chennai,Rs.19.35 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4531,Ahmedabad,Rs.17.47 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4532,Lucknow,Rs.18.08 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4533,Jaipur,Rs.18.66 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4534,Patna,Rs.18.55 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4535,Chandigarh,Rs.17.51 Lakh*,HYUNDAI,CRETA,Creta S (O) Diesel
4536,Ex-Showroom Price,"Rs.14,56,200",HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4537,Bangalore,Rs.17.77 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4538,Mumbai,Rs.17.04 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4539,Pune,Rs.17.04 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4540,Hyderabad,Rs.18.04 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4541,Chennai,Rs.17.92 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4542,Ahmedabad,Rs.16.17 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4543,Lucknow,Rs.16.74 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4544,Jaipur,Rs.16.78 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4545,Patna,Rs.16.88 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4546,Chandigarh,Rs.16.74 Lakh*,HYUNDAI,VENUE,Venue HX 10 Turbo DCT
4547,Ex-Showroom Price,"Rs.18,29,000",KIA,SELTOS,Seltos HTX A Diesel
4548,Bangalore,Rs.22.65 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4549,Mumbai,Rs.21.78 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4550,Pune,Rs.21.83 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4551,Hyderabad,Rs.22.38 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4552,Chennai,Rs.22.57 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4553,Ahmedabad,Rs.20.37 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4554,Lucknow,Rs.21.08 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4555,Jaipur,Rs.21.75 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4556,Patna,Rs.21.63 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4557,Chandigarh,Rs.21.45 Lakh*,KIA,SELTOS,Seltos HTX A Diesel
4558,Ex-Showroom Price,"Rs.12,15,501",mahindra,xuv300,XUV300 W8 Turbo DT
4559,Ex-Showroom Price,"Rs.9,79,900",TATA,PUNCH,Punch Accomplished Plus S Turbo
4560,Bangalore,Rs.11.66 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4561,Mumbai,Rs.11.37 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4562,Pune,Rs.11.37 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4563,Hyderabad,Rs.11.66 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4564,Chennai,Rs.11.56 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4565,Ahmedabad,Rs.10.88 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4566,Lucknow,Rs.11.06 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4567,Jaipur,Rs.11.29 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4568,Patna,Rs.11.35 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4569,Chandigarh,Rs.11.26 Lakh*,TATA,PUNCH,Punch Accomplished Plus S Turbo
4570,Ex-Showroom Price,"Rs.18,97,000",HYUNDAI,CRETA,Creta King Knight iVT DT
4571,Bangalore,Rs.23.21 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4572,Mumbai,Rs.22.26 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4573,Pune,Rs.22.26 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4574,Hyderabad,Rs.23.21 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4575,Chennai,Rs.23.40 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4576,Ahmedabad,Rs.21.12 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4577,Lucknow,Rs.21.86 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4578,Jaipur,Rs.22.12 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4579,Patna,Rs.22.43 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4580,Chandigarh,Rs.21.09 Lakh*,HYUNDAI,CRETA,Creta King Knight iVT DT
4581,Ex-Showroom Price,"Rs.15,79,000",KIA,SELTOS,Seltos HTK Opt Diesel
4582,Bangalore,Rs.19.57 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4583,Mumbai,Rs.18.82 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4584,Pune,Rs.18.87 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4585,Hyderabad,Rs.19.34 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4586,Chennai,Rs.19.50 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4587,Ahmedabad,Rs.15.71 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4588,Lucknow,Rs.18.22 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4589,Jaipur,Rs.18.80 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4590,Patna,Rs.18.69 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4591,Chandigarh,Rs.18.54 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel
4592,Ex-Showroom Price,"Rs.14,69,000",MAHINDRA,THAR,Thar LXT 4WD
4593,Bangalore,Rs.18.84 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4594,Mumbai,Rs.17.73 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4595,Pune,Rs.17.46 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4596,Hyderabad,Rs.18.19 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4597,Chennai,Rs.18.34 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4598,Ahmedabad,Rs.16.58 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4599,Lucknow,Rs.17.15 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4600,Jaipur,Rs.17.76 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4601,Patna,Rs.17.30 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4602,Chandigarh,Rs.17.15 Lakh*,MAHINDRA,THAR,Thar LXT 4WD
4603,Ex-Showroom Price,"Rs.5,99,990",HYUNDAI,EXTER,Exter EX Opt
4604,Bangalore,Rs.7.19 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4605,Mumbai,Rs.7.01 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4606,Pune,Rs.7.01 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4607,Hyderabad,Rs.7.19 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4608,Chennai,Rs.7.13 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4609,Ahmedabad,Rs.6.71 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4610,Lucknow,Rs.6.82 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4611,Jaipur,Rs.6.97 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4612,Patna,Rs.6.94 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4613,Chandigarh,Rs.6.80 Lakh*,HYUNDAI,EXTER,Exter EX Opt
4614,Ex-Showroom Price,"Rs.8,91,900",MARUTI,FRONX,FRONX Delta Plus Turbo
4615,Bangalore,Rs.10.56 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4616,Mumbai,Rs.10.33 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4617,Pune,Rs.10.31 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4618,Hyderabad,Rs.10.60 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4619,Chennai,Rs.10.45 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4620,Ahmedabad,Rs.9.92 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4621,Lucknow,Rs.10.02 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4622,Jaipur,Rs.10.23 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4623,Patna,Rs.10.28 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4624,Chandigarh,Rs.10.10 Lakh*,MARUTI,FRONX,FRONX Delta Plus Turbo
4625,Ex-Showroom Price,"Rs.17,23,000",HYUNDAI,CRETA,Creta SX Premium iVT
4626,Bangalore,Rs.21.09 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4627,Mumbai,Rs.20.23 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4628,Pune,Rs.20.23 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4629,Hyderabad,Rs.21.09 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4630,Chennai,Rs.21.27 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4631,Ahmedabad,Rs.19.20 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4632,Lucknow,Rs.19.87 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4633,Jaipur,Rs.20.11 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4634,Patna,Rs.20.39 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4635,Chandigarh,Rs.19.30 Lakh*,HYUNDAI,CRETA,Creta SX Premium iVT
4636,Ex-Showroom Price,"Rs.17,31,000",HYUNDAI,CRETA,Creta SX Premium Diesel
4637,Bangalore,Rs.21.19 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4638,Mumbai,Rs.20.67 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4639,Pune,Rs.20.67 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4640,Hyderabad,Rs.21.19 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4641,Chennai,Rs.21.36 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4642,Ahmedabad,Rs.19.29 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4643,Lucknow,Rs.19.96 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4644,Jaipur,Rs.20.59 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4645,Patna,Rs.20.48 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4646,Chandigarh,Rs.19.12 Lakh*,HYUNDAI,CRETA,Creta SX Premium Diesel
4647,Ex-Showroom Price,"Rs.11,63,000",mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4648,Bangalore,Rs.14.60 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4649,Mumbai,Rs.13.75 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4650,Pune,Rs.13.70 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4651,Hyderabad,Rs.14.28 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4652,Chennai,Rs.14.40 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4653,Ahmedabad,Rs.13 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4654,Lucknow,Rs.13.45 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4655,Jaipur,Rs.13.57 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4656,Patna,Rs.13.57 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4657,Chandigarh,Rs.13.45 Lakh*,mahindra,xuv_3xo,XUV 3XO AX5 L Turbo
4658,Ex-Showroom Price,"Rs.7,95,899",HYUNDAI,EXTER,Exter SX Knight DT
4659,Bangalore,Rs.9.49 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4660,Mumbai,Rs.9.25 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4661,Pune,Rs.9.25 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4662,Hyderabad,Rs.9.49 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4663,Chennai,Rs.9.41 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4664,Ahmedabad,Rs.8.86 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4665,Lucknow,Rs.9.01 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4666,Jaipur,Rs.9.20 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4667,Patna,Rs.9.17 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4668,Chandigarh,Rs.9.17 Lakh*,HYUNDAI,EXTER,Exter SX Knight DT
4669,Ex-Showroom Price,"Rs.7,99,990",HYUNDAI,EXTER,Exter S Plus AMT
4670,Bangalore,Rs.9.54 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4671,Mumbai,Rs.9.30 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4672,Pune,Rs.9.30 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4673,Hyderabad,Rs.9.54 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4674,Chennai,Rs.9.46 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4675,Ahmedabad,Rs.8.90 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4676,Lucknow,Rs.9.05 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4677,Jaipur,Rs.9.25 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4678,Patna,Rs.9.21 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4679,Chandigarh,Rs.8.95 Lakh*,HYUNDAI,EXTER,Exter S Plus AMT
4680,Ex-Showroom Price,"Rs.8,89,900",HYUNDAI,VENUE,Venue HX 4
4681,Bangalore,Rs.10.60 Lakh*,HYUNDAI,VENUE,Venue HX 4
4682,Mumbai,Rs.10.33 Lakh*,HYUNDAI,VENUE,Venue HX 4
4683,Pune,Rs.10.33 Lakh*,HYUNDAI,VENUE,Venue HX 4
4684,Hyderabad,Rs.10.60 Lakh*,HYUNDAI,VENUE,Venue HX 4
4685,Chennai,Rs.10.51 Lakh*,HYUNDAI,VENUE,Venue HX 4
4686,Ahmedabad,Rs.9.89 Lakh*,HYUNDAI,VENUE,Venue HX 4
4687,Lucknow,Rs.10.06 Lakh*,HYUNDAI,VENUE,Venue HX 4
4688,Jaipur,Rs.10.27 Lakh*,HYUNDAI,VENUE,Venue HX 4
4689,Patna,Rs.10.32 Lakh*,HYUNDAI,VENUE,Venue HX 4
4690,Chandigarh,Rs.10.23 Lakh*,HYUNDAI,VENUE,Venue HX 4
4691,Ex-Showroom Price,"Rs.8,76,568",HYUNDAI,EXTER,Exter SX Tech CNG
4692,Bangalore,Rs.10.44 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4693,Mumbai,Rs.10 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4694,Pune,Rs.9.83 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4695,Hyderabad,Rs.10.54 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4696,Chennai,Rs.10.36 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4697,Ahmedabad,Rs.9.74 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4698,Lucknow,Rs.9.91 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4699,Jaipur,Rs.10.28 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4700,Patna,Rs.10.17 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4701,Chandigarh,Rs.10.08 Lakh*,HYUNDAI,EXTER,Exter SX Tech CNG
4702,Ex-Showroom Price,"Rs.18,79,000",KIA,SELTOS,Seltos HTX A TGDi DCT
4703,Bangalore,Rs.23.26 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4704,Mumbai,Rs.21.98 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4705,Pune,Rs.22.05 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4706,Hyderabad,Rs.22.99 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4707,Chennai,Rs.23.18 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4708,Ahmedabad,Rs.20.92 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4709,Lucknow,Rs.21.66 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4710,Jaipur,Rs.21.92 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4711,Patna,Rs.22.22 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4712,Chandigarh,Rs.22.03 Lakh*,KIA,SELTOS,Seltos HTX A TGDi DCT
4713,Ex-Showroom Price,"Rs.12,70,190",TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4714,Bangalore,Rs.15.93 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4715,Mumbai,Rs.15.20 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4716,Pune,Rs.15.42 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4717,Hyderabad,Rs.15.69 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4718,Chennai,Rs.15.71 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4719,Ahmedabad,Rs.14.19 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4720,Lucknow,Rs.14.68 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4721,Jaipur,Rs.15.15 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4722,Patna,Rs.14.81 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4723,Chandigarh,Rs.14.68 Lakh*,TATA,NEXON,Nexon Creative Plus PS Dark Diesel
4724,Ex-Showroom Price,"Rs.12,90,500",mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4725,Bangalore,Rs.16.18 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4726,Mumbai,Rs.15.24 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4727,Pune,Rs.15.19 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4728,Hyderabad,Rs.15.83 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4729,Chennai,Rs.15.96 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4730,Ahmedabad,Rs.14.41 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4731,Lucknow,Rs.14.91 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4732,Jaipur,Rs.15.03 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4733,Patna,Rs.15.04 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4734,Chandigarh,Rs.14.91 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Turbo AT
4735,Ex-Showroom Price,"Rs.16,70,044",MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4736,Bangalore,Rs.20.45 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4737,Mumbai,Rs.19.52 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4738,Pune,Rs.19.46 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4739,Hyderabad,Rs.20.57 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4740,Chennai,Rs.20.35 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4741,Ahmedabad,Rs.18.44 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4742,Lucknow,Rs.19.26 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4743,Jaipur,Rs.19.50 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4744,Patna,Rs.19.76 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4745,Chandigarh,Rs.18.67 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AT DT
4746,Ex-Showroom Price,"Rs.16,70,498",MAHINDRA,SCORPIO,Scorpio S 11
4747,Bangalore,Rs.21.09 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4748,Mumbai,Rs.20.43 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4749,Pune,Rs.20.21 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4750,Hyderabad,Rs.20.65 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4751,Chennai,Rs.20.82 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4752,Ahmedabad,Rs.19.04 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4753,Lucknow,Rs.19.46 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4754,Jaipur,Rs.20.54 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4755,Patna,Rs.19.96 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4756,Chandigarh,Rs.19.79 Lakh*,MAHINDRA,SCORPIO,Scorpio S 11
4757,Ex-Showroom Price,"Rs.8,23,390",TATA,NEXON,Nexon Smart CNG
4758,Bangalore,Rs.10.05 Lakh*,TATA,NEXON,Nexon Smart CNG
4759,Mumbai,Rs.9.24 Lakh*,TATA,NEXON,Nexon Smart CNG
4760,Pune,Rs.9.50 Lakh*,TATA,NEXON,Nexon Smart CNG
4761,Hyderabad,Rs.9.84 Lakh*,TATA,NEXON,Nexon Smart CNG
4762,Chennai,Rs.9.73 Lakh*,TATA,NEXON,Nexon Smart CNG
4763,Ahmedabad,Rs.9.16 Lakh*,TATA,NEXON,Nexon Smart CNG
4764,Lucknow,Rs.9.31 Lakh*,TATA,NEXON,Nexon Smart CNG
4765,Jaipur,Rs.9.51 Lakh*,TATA,NEXON,Nexon Smart CNG
4766,Patna,Rs.9.56 Lakh*,TATA,NEXON,Nexon Smart CNG
4767,Chandigarh,Rs.9.48 Lakh*,TATA,NEXON,Nexon Smart CNG
4768,Ex-Showroom Price,"Rs.14,48,261",HYUNDAI,CRETA,Creta S Diesel
4769,Bangalore,Rs.17.75 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4770,Mumbai,Rs.17.41 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4771,Pune,Rs.21.91 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4772,Hyderabad,Rs.18 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4773,Chennai,Rs.17.89 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4774,Ahmedabad,Rs.16.16 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4775,Lucknow,Rs.16.72 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4776,Jaipur,Rs.17.48 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4777,Patna,Rs.16.87 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4778,Chandigarh,Rs.16.13 Lakh*,HYUNDAI,CRETA,Creta S Diesel
4779,Ex-Showroom Price,"Rs.15,92,100",mahindra,xuv700,XUV700 AX5 S 7 Str
4780,Bangalore,Rs.19.69 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str
4781,Mumbai,Rs.18.90 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str
4782,Pune,Rs.18.95 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str
4783,Hyderabad,Rs.19.69 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str
4784,Chennai,Rs.19.85 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str
